,EntryNo_,ItemLedgerEntryNo_,Inbound,Outbound,Quantity,TrfFrom,ILEInbound,OutboundTrf,PostingDate,Link_In,Link_Out
641,4872572,4860346,4860346,4852029,1.00000000000000000000,0,4860346|4860346,4852029|0,2021-06-03,NA,4860346
642,4873346,4861119,4861117,4861119,-1.00000000000000000000,0,4861119|4861117,4861119|0,2021-06-03,NA,4861117
643,4873753,4861524,4861524,4861523,1.00000000000000000000,4566820,4861524|4861524,4861523|4566820,2021-06-03,4861523|4566820,-1
644,4874718,4862489,4862484,4862489,-1.00000000000000000000,0,4862489|4862484,4862489|0,2021-06-03,NA,4862484
645,4874732,4862503,4862503,4862502,1.00000000000000000000,4862499,4862503|4862503,4862502|4862499,2021-06-03,4862502|4862499,-1
646,4875194,4862965,4861273,4862965,-1.00000000000000000000,0,4862965|4861273,4862965|0,2021-06-04,NA,4861273
647,4875468,4863239,4859655,4863239,-1.00000000000000000000,0,4863239|4859655,4863239|0,2021-06-04,NA,4859655
648,4875492,4863263,4863131,4863263,-1.00000000000000000000,0,4863263|4863131,4863263|0,2021-06-04,NA,4863131
649,4876240,4864011,4863896,4864011,-1.00000000000000000000,0,4864011|4863896,4864011|0,2021-06-04,NA,4863896
650,4876432,4864203,4864122,4864203,-1.00000000000000000000,0,4864203|4864122,4864203|0,2021-06-04,NA,4864122
651,4876467,4864238,4864238,4864237,1.00000000000000000000,4864156,4864238|4864238,4864237|4864156,2021-06-04,4864237|4864156,-1
652,4876972,4864743,4864723,4864743,-1.00000000000000000000,0,4864743|4864723,4864743|0,2021-06-04,NA,4864723
653,4872465,4860239,4860238,4860239,-1.00000000000000000000,0,4860239|4860238,4860239|0,2021-06-03,NA,4860238
654,4872507,4860281,4675136,4860281,-1.00000000000000000000,0,4860281|4675136,4860281|0,2021-06-03,NA,4675136
655,4872758,4860531,4476419,4860531,-1.00000000000000000000,0,4860531|4476419,4860531|0,2021-06-03,NA,4476419
656,4873194,4860967,4860967,4860966,1.00000000000000000000,4860965,4860967|4860967,4860966|4860965,2021-06-03,4860966|4860965,-1
657,4873852,4861623,4861585,4861623,-1.00000000000000000000,0,4861623|4861585,4861623|0,2021-06-03,NA,4861585
658,4874115,4861886,4861728,4861886,-1.00000000000000000000,0,4861886|4861728,4861886|0,2021-06-03,NA,4861728
659,4874150,4861921,4861763,4861921,-1.00000000000000000000,0,4861921|4861763,4861921|0,2021-06-03,NA,4861763
660,4874396,4862167,4862167,4862166,1.00000000000000000000,4862165,4862167|4862167,4862166|4862165,2021-06-03,4862166|4862165,-1
661,4874624,4862395,4862395,4862394,1.00000000000000000000,4862383,4862395|4862395,4862394|4862383,2021-06-03,4862394|4862383,-1
662,4875325,4863096,4863096,4863095,1.00000000000000000000,4863094,4863096|4863096,4863095|4863094,2021-06-04,4863095|4863094,-1
663,4875335,4863106,4863105,4863106,-1.00000000000000000000,0,4863106|4863105,4863106|0,2021-06-04,NA,4863105
664,4875376,4863147,4863147,4863146,1.00000000000000000000,4863145,4863147|4863147,4863146|4863145,2021-06-04,4863146|4863145,-1
665,4875387,4863158,4863158,4863157,1.00000000000000000000,4733117,4863158|4863158,4863157|4733117,2021-06-04,4863157|4733117,-1
666,4875595,4863366,4863366,4863365,1.00000000000000000000,4863362,4863366|4863366,4863365|4863362,2021-06-04,4863365|4863362,-1
667,4875684,4863455,4863452,4863455,-1.00000000000000000000,0,4863455|4863452,4863455|0,2021-06-04,NA,4863452
668,4875802,4863573,4863541,4863573,-1.00000000000000000000,0,4863573|4863541,4863573|0,2021-06-04,NA,4863541
669,4876386,4864157,4821268,4864157,-1.00000000000000000000,0,4864157|4821268,4864157|0,2021-06-04,NA,4821268
670,4876562,4864333,4864097,4864333,-1.00000000000000000000,0,4864333|4864097,4864333|0,2021-06-04,NA,4864097
671,4876849,4864620,4864620,4864619,1.00000000000000000000,4864616,4864620|4864620,4864619|4864616,2021-06-04,4864619|4864616,-1
672,4873293,4861066,4861065,4861066,-1.00000000000000000000,0,4861066|4861065,4861066|0,2021-06-03,NA,4861065
673,4873805,4861576,4861141,4861576,-1.00000000000000000000,0,4861576|4861141,4861576|0,2021-06-03,NA,4861141
674,4873875,4861646,4626136,4861646,-1.00000000000000000000,0,4861646|4626136,4861646|0,2021-06-03,NA,4626136
675,4874113,4861884,4861726,4861884,-1.00000000000000000000,0,4861884|4861726,4861884|0,2021-06-03,NA,4861726
676,4874413,4862184,4757993,4862184,-1.00000000000000000000,0,4862184|4757993,4862184|0,2021-06-03,NA,4757993
677,4874881,4862652,4862652,4862651,1.00000000000000000000,4862650,4862652|4862652,4862651|4862650,2021-06-03,4862651|4862650,-1
678,4875838,4863609,4857123,4863609,-1.00000000000000000000,0,4863609|4857123,4863609|0,2021-06-04,NA,4857123
679,4876348,4864119,4864119,4846980,1.00000000000000000000,0,4864119|4864119,4846980|0,2021-06-04,NA,4864119
680,4876893,4864664,4864647,4864664,-1.00000000000000000000,0,4864664|4864647,4864664|0,2021-06-04,NA,4864647
681,4877069,4864839,4841167,4864839,-1.00000000000000000000,0,4864839|4841167,4864839|0,2021-06-04,NA,4841167
682,4877438,4865207,4861215,4865207,-1.00000000000000000000,0,4865207|4861215,4865207|0,2021-06-04,NA,4861215
683,4872410,4860185,4860185,4860184,1.00000000000000000000,4860181,4860185|4860185,4860184|4860181,2021-06-03,4860184|4860181,-1
684,4872574,4860348,4860348,4852031,1.00000000000000000000,0,4860348|4860348,4852031|0,2021-06-03,NA,4860348
685,4872664,4860438,4860225,4860438,-1.00000000000000000000,0,4860438|4860225,4860438|0,2021-06-03,NA,4860225
686,4872842,4860615,4860580,4860615,-1.00000000000000000000,0,4860615|4860580,4860615|0,2021-06-03,NA,4860580
687,4872860,4860633,4860598,4860633,-1.00000000000000000000,0,4860633|4860598,4860633|0,2021-06-03,NA,4860598
688,4872891,4860664,4860659,4860664,-1.00000000000000000000,0,4860664|4860659,4860664|0,2021-06-03,NA,4860659
689,4872935,4860708,4860707,4860708,-1.00000000000000000000,0,4860708|4860707,4860708|0,2021-06-03,NA,4860707
690,4872960,4860733,4860733,4860732,1.00000000000000000000,4860700,4860733|4860733,4860732|4860700,2021-06-03,4860732|4860700,-1
691,4873198,4860971,4626136,4860971,-1.00000000000000000000,0,4860971|4626136,4860971|0,2021-06-03,NA,4626136
692,4873329,4861102,4861100,4861102,-2.00000000000000000000,0,4861102|4861100,4861102|0,2021-06-03,NA,4861100
693,4873829,4861600,4861162,4861600,-1.00000000000000000000,0,4861600|4861162,4861600|0,2021-06-03,NA,4861162
694,4874122,4861893,4861735,4861893,-1.00000000000000000000,0,4861893|4861735,4861893|0,2021-06-03,NA,4861735
695,4874375,4862146,4862099,4862146,-1.00000000000000000000,0,4862146|4862099,4862146|0,2021-06-03,NA,4862099
696,4874973,4862744,4862743,4862744,-2.00000000000000000000,0,4862744|4862743,4862744|0,2021-06-04,NA,4862743
697,4875186,4862957,4862954,4862957,-1.00000000000000000000,0,4862957|4862954,4862957|0,2021-06-04,NA,4862954
698,4875541,4863312,4863299,4863312,-1.00000000000000000000,0,4863312|4863299,4863312|0,2021-06-04,NA,4863299
699,4875614,4863385,4862314,4863385,-1.00000000000000000000,0,4863385|4862314,4863385|0,2021-06-04,NA,4862314
700,4875772,4863543,4863543,4844520,1.00000000000000000000,0,4863543|4863543,4844520|0,2021-06-04,NA,4863543
701,4875848,4863619,4863619,4863618,1.00000000000000000000,4842987,4863619|4863619,4863618|4842987,2021-06-04,4863618|4842987,-1
702,4876217,4863988,4863856,4863988,-1.00000000000000000000,0,4863988|4863856,4863988|0,2021-06-04,NA,4863856
703,4876634,4864405,4863320,4864405,-125.00000000000000000000,0,4864405|4863320,4864405|0,2021-06-04,NA,4863320
704,4876652,4864423,4468299,4864423,-1.00000000000000000000,0,4864423|4468299,4864423|0,2021-06-04,NA,4468299
705,4877265,4865034,4865034,4865033,1.00000000000000000000,4865030,4865034|4865034,4865033|4865030,2021-06-04,4865033|4865030,-1
706,4872520,4860294,4860294,4851977,1.00000000000000000000,0,4860294|4860294,4851977|0,2021-06-03,NA,4860294
707,4872886,4860659,4860659,4860658,1.00000000000000000000,4829078,4860659|4860659,4860658|4829078,2021-06-03,4860658|4829078,-1
708,4872901,4860674,4822466,4860674,-1.00000000000000000000,0,4860674|4822466,4860674|0,2021-06-03,NA,4822466
709,4873225,4860998,4145868,4860998,-1.00000000000000000000,0,4860998|4145868,4860998|0,2021-06-03,NA,4145868
710,4873742,4861513,4861472,4861513,-1.00000000000000000000,0,4861513|4861472,4861513|0,2021-06-03,NA,4861472
711,4873834,4861605,4861167,4861605,-1.00000000000000000000,0,4861605|4861167,4861605|0,2021-06-03,NA,4861167
712,4874697,4862468,4862468,4862467,1.00000000000000000000,4862465,4862468|4862468,4862467|4862465,2021-06-03,4862467|4862465,-1
713,4875350,4863121,4863120,4863121,-1.00000000000000000000,0,4863121|4863120,4863121|0,2021-06-04,NA,4863120
714,4875356,4863127,4862456,4863127,-1.00000000000000000000,0,4863127|4862456,4863127|0,2021-06-04,NA,4862456
715,4875606,4863377,4863377,4863376,1.00000000000000000000,4802575,4863377|4863377,4863376|4802575,2021-06-04,4863376|4802575,-1
716,4875678,4863449,4863110,4863449,-1.00000000000000000000,0,4863449|4863110,4863449|0,2021-06-04,NA,4863110
717,4876155,4863926,4863861,4863926,-1.00000000000000000000,0,4863926|4863861,4863926|0,2021-06-04,NA,4863861
718,4876483,4864254,4864254,4864253,1.00000000000000000000,4864172,4864254|4864254,4864253|4864172,2021-06-04,4864253|4864172,-1
719,4876692,4864463,4864454,4864463,-1.00000000000000000000,0,4864463|4864454,4864463|0,2021-06-04,NA,4864454
720,4876795,4864566,4864511,4864566,-1.00000000000000000000,0,4864566|4864511,4864566|0,2021-06-04,NA,4864511
721,4876869,4864640,4863815,4864640,-1.00000000000000000000,0,4864640|4863815,4864640|0,2021-06-04,NA,4863815
722,4876922,4864693,4817495,4864693,-1.00000000000000000000,0,4864693|4817495,4864693|0,2021-06-04,NA,4817495
723,4877319,4865088,4865088,4865087,1.00000000000000000000,4815069,4865088|4865088,4865087|4815069,2021-06-04,4865087|4815069,-1
724,4877448,4865217,4354771,4865217,-1.00000000000000000000,0,4865217|4354771,4865217|0,2021-06-04,NA,4354771
725,4872581,4860355,4860355,4852038,1.00000000000000000000,0,4860355|4860355,4852038|0,2021-06-03,NA,4860355
726,4872592,4860366,4860366,4852049,1.00000000000000000000,0,4860366|4860366,4852049|0,2021-06-03,NA,4860366
727,4872615,4860389,4860389,4852072,1.00000000000000000000,0,4860389|4860389,4852072|0,2021-06-03,NA,4860389
728,4872655,4860429,4850492,4860429,-1.00000000000000000000,0,4860429|4850492,4860429|0,2021-06-03,NA,4850492
729,4872667,4860441,4856709,4860441,-1.00000000000000000000,0,4860441|4856709,4860441|0,2021-06-03,NA,4856709
730,4872837,4860610,4860575,4860610,-1.00000000000000000000,0,4860610|4860575,4860610|0,2021-06-03,NA,4860575
731,4873309,4861082,4802414,4861082,-1.00000000000000000000,0,4861082|4802414,4861082|0,2021-06-03,NA,4802414
732,4873650,4861421,4833118,4861421,-1.00000000000000000000,0,4861421|4833118,4861421|0,2021-06-03,NA,4833118
733,4874658,4862429,4862429,4862428,1.00000000000000000000,4862378,4862429|4862429,4862428|4862378,2021-06-03,4862428|4862378,-1
734,4875183,4862954,4862954,4862953,1.00000000000000000000,4862819,4862954|4862954,4862953|4862819,2021-06-04,4862953|4862819,-1
735,4875446,4863217,4850444,4863217,-1.00000000000000000000,0,4863217|4850444,4863217|0,2021-06-04,NA,4850444
736,4875770,4863541,4863541,4844518,1.00000000000000000000,0,4863541|4863541,4844518|0,2021-06-04,NA,4863541
737,4875786,4863557,4863539,4863557,-1.00000000000000000000,0,4863557|4863539,4863557|0,2021-06-04,NA,4863539
738,4876666,4864437,4864420,4864437,-1.00000000000000000000,0,4864437|4864420,4864437|0,2021-06-04,NA,4864420
739,4876793,4864564,4864509,4864564,-1.00000000000000000000,0,4864564|4864509,4864564|0,2021-06-04,NA,4864509
740,4877189,4864958,4799323,4864958,-1.00000000000000000000,0,4864958|4799323,4864958|0,2021-06-04,NA,4799323
741,4877349,4865118,4815069,4865118,-1.00000000000000000000,0,4865118|4815069,4865118|0,2021-06-04,NA,4815069
742,4872526,4860300,4860300,4851983,1.00000000000000000000,0,4860300|4860300,4851983|0,2021-06-03,NA,4860300
743,4873298,4861071,4861071,4861070,1.00000000000000000000,4861069,4861071|4861071,4861070|4861069,2021-06-03,4861070|4861069,-1
744,4873301,4861074,4802406,4861074,-1.00000000000000000000,0,4861074|4802406,4861074|0,2021-06-03,NA,4802406
745,4873332,4861105,4861105,4861104,1.00000000000000000000,4815069,4861105|4861105,4861104|4815069,2021-06-03,4861104|4815069,-1
746,4874107,4861878,4861878,4861877,1.00000000000000000000,4861874,4861878|4861878,4861877|4861874,2021-06-03,4861877|4861874,-1
747,4874176,4861947,4861789,4861947,-1.00000000000000000000,0,4861947|4861789,4861947|0,2021-06-03,NA,4861789
748,4874269,4862040,4862037,4862040,-1.00000000000000000000,0,4862040|4862037,4862040|0,2021-06-03,NA,4862037
749,4874568,4862339,4862339,4841280,1.00000000000000000000,0,4862339|4862339,4841280|0,2021-06-03,NA,4862339
750,4874951,4862722,4862495,4862722,-1.00000000000000000000,0,4862722|4862495,4862722|0,2021-06-03,NA,4862495
751,4875031,4862802,4638147,4862802,-1.00000000000000000000,0,4862802|4638147,4862802|0,2021-06-04,NA,4638147
752,4875124,4862895,4862850,4862895,-1.00000000000000000000,0,4862895|4862850,4862895|0,2021-06-04,NA,4862850
753,4875243,4863014,4863014,4863013,1.00000000000000000000,4861261,4863014|4863014,4863013|4861261,2021-06-04,4863013|4861261,-1
754,4875302,4863073,4863073,4863072,1.00000000000000000000,4795613,4863073|4863073,4863072|4795613,2021-06-04,4863072|4795613,-1
755,4875465,4863236,4863235,4863236,-1.00000000000000000000,0,4863236|4863235,4863236|0,2021-06-04,NA,4863235
756,4875466,4863237,4863237,4863236,1.00000000000000000000,4863235,4863237|4863237,4863236|4863235,2021-06-04,4863236|4863235,-1
757,4875502,4863273,4863141,4863273,-1.00000000000000000000,0,4863273|4863141,4863273|0,2021-06-04,NA,4863141
758,4875590,4863361,4774251,4863361,-1.00000000000000000000,0,4863361|4774251,4863361|0,2021-06-04,NA,4774251
759,4875658,4863429,4862319,4863429,-1.00000000000000000000,0,4863429|4862319,4863429|0,2021-06-04,NA,4862319
760,4875814,4863585,4863584,4863585,-1.00000000000000000000,0,4863585|4863584,4863585|0,2021-06-04,NA,4863584
761,4875911,4863682,4863659,4863682,-1.00000000000000000000,0,4863682|4863659,4863682|0,2021-06-04,NA,4863659
762,4876239,4864010,4863895,4864010,-1.00000000000000000000,0,4864010|4863895,4864010|0,2021-06-04,NA,4863895
763,4876353,4864124,4864124,4864123,1.00000000000000000000,4666137,4864124|4864124,4864123|4666137,2021-06-04,4864123|4666137,-1
764,4876618,4864389,4863706,4864389,-1.00000000000000000000,0,4864389|4863706,4864389|0,2021-06-04,NA,4863706
765,4876641,4864412,4864412,4864411,1.00000000000000000000,4468536,4864412|4864412,4864411|4468536,2021-06-04,4864411|4468536,-1
766,4876873,4864644,4863817,4864644,-1.00000000000000000000,0,4864644|4863817,4864644|0,2021-06-04,NA,4863817
767,4872523,4860297,4860297,4851980,1.00000000000000000000,0,4860297|4860297,4851980|0,2021-06-03,NA,4860297
768,4872612,4860386,4860386,4852069,1.00000000000000000000,0,4860386|4860386,4852069|0,2021-06-03,NA,4860386
769,4872772,4860545,4860542,4860545,-1.00000000000000000000,0,4860545|4860542,4860545|0,2021-06-03,NA,4860542
770,4873186,4860959,4643258,4860959,-1.00000000000000000000,0,4860959|4643258,4860959|0,2021-06-03,NA,4643258
771,4873342,4861115,4861112,4861115,-1.00000000000000000000,0,4861115|4861112,4861115|0,2021-06-03,NA,4861112
772,4873347,4861120,4861118,4861120,-1.00000000000000000000,0,4861120|4861118,4861120|0,2021-06-03,NA,4861118
773,4873944,4861715,4826791,4861715,-1.00000000000000000000,0,4861715|4826791,4861715|0,2021-06-03,NA,4826791
774,4874400,4862171,4708872,4862171,-1.00000000000000000000,0,4862171|4708872,4862171|0,2021-06-03,NA,4708872
775,4874439,4862210,4834181,4862210,-1.00000000000000000000,0,4862210|4834181,4862210|0,2021-06-03,NA,4834181
776,4874458,4862229,4834219,4862229,-1.00000000000000000000,0,4862229|4834219,4862229|0,2021-06-03,NA,4834219
777,4874599,4862370,4862370,4841311,1.00000000000000000000,0,4862370|4862370,4841311|0,2021-06-03,NA,4862370
778,4874993,4862764,4862763,4862764,-1.00000000000000000000,0,4862764|4862763,4862764|0,2021-06-04,NA,4862763
779,4875168,4862939,4677028,4862939,-1.00000000000000000000,0,4862939|4677028,4862939|0,2021-06-04,NA,4677028
780,4875251,4863022,4863022,4863021,1.00000000000000000000,4861256,4863022|4863022,4863021|4861256,2021-06-04,4863021|4861256,-1
781,4875252,4863023,4861252,4863023,-1.00000000000000000000,0,4863023|4861252,4863023|0,2021-06-04,NA,4861252
782,4875414,4863185,4863185,4863184,1.00000000000000000000,4863183,4863185|4863185,4863184|4863183,2021-06-04,4863184|4863183,-1
783,4875695,4863466,4863466,4863465,1.00000000000000000000,4863462,4863466|4863466,4863465|4863462,2021-06-04,4863465|4863462,-1
784,4875745,4863516,4862341,4863516,-1.00000000000000000000,0,4863516|4862341,4863516|0,2021-06-04,NA,4862341
785,4875821,4863592,4857106,4863592,-1.00000000000000000000,0,4863592|4857106,4863592|0,2021-06-04,NA,4857106
786,4876229,4864000,4863885,4864000,-1.00000000000000000000,0,4864000|4863885,4864000|0,2021-06-04,NA,4863885
787,4876258,4864029,4863914,4864029,-1.00000000000000000000,0,4864029|4863914,4864029|0,2021-06-04,NA,4863914
788,4876942,4864713,4864713,4864712,1.00000000000000000000,4858035,4864713|4864713,4864712|4858035,2021-06-04,4864712|4858035,-1
789,4877059,4864829,4841157,4864829,-1.00000000000000000000,0,4864829|4841157,4864829|0,2021-06-04,NA,4841157
790,4872397,4860173,4850530,4860173,-1.00000000000000000000,0,4860173|4850530,4860173|0,2021-06-03,NA,4850530
791,4872644,4860418,4850515,4860418,-1.00000000000000000000,0,4860418|4850515,4860418|0,2021-06-03,NA,4850515
792,4872933,4860706,4344479,4860706,-1.00000000000000000000,0,4860706|4344479,4860706|0,2021-06-03,NA,4344479
793,4873226,4860999,4860999,4860998,1.00000000000000000000,4145868,4860999|4860999,4860998|4145868,2021-06-03,4860998|4145868,-1
794,4873927,4861698,4861698,4861697,1.00000000000000000000,4861695,4861698|4861698,4861697|4861695,2021-06-03,4861697|4861695,-1
795,4874225,4861996,4861838,4861996,-1.00000000000000000000,0,4861996|4861838,4861996|0,2021-06-03,NA,4861838
796,4875245,4863016,4863016,4863015,1.00000000000000000000,4861257,4863016|4863016,4863015|4861257,2021-06-04,4863015|4861257,-1
797,4875264,4863035,4861250,4863035,-1.00000000000000000000,0,4863035|4861250,4863035|0,2021-06-04,NA,4861250
798,4875308,4863079,4863079,4863078,1.00000000000000000000,4863073,4863079|4863079,4863078|4863073,2021-06-04,4863078|4863073,-1
799,4875713,4863484,4863484,4863483,1.00000000000000000000,4617415,4863484|4863484,4863483|4617415,2021-06-04,4863483|4617415,-1
800,4875812,4863583,4802511,4863583,-1.00000000000000000000,0,4863583|4802511,4863583|0,2021-06-04,NA,4802511
801,4875937,4863708,4863708,4863707,1.00000000000000000000,4863691,4863708|4863708,4863707|4863691,2021-06-04,4863707|4863691,-1
802,4876458,4864229,4864148,4864229,-1.00000000000000000000,0,4864229|4864148,4864229|0,2021-06-04,NA,4864148
803,4876676,4864447,4566820,4864447,-1.00000000000000000000,0,4864447|4566820,4864447|0,2021-06-04,NA,4566820
804,4877016,4864787,4864778,4864787,-40.00000000000000000000,0,4864787|4864778,4864787|0,2021-06-04,NA,4864778
805,4877040,4864811,4841175,4864811,-1.00000000000000000000,0,4864811|4841175,4864811|0,2021-06-04,NA,4841175
806,4877298,4865067,4865067,4865066,1.00000000000000000000,4673794,4865067|4865067,4865066|4673794,2021-06-04,4865066|4673794,-1
807,4872491,4860265,4766725,4860265,-2.00000000000000000000,0,4860265|4766725,4860265|0,2021-06-03,NA,4766725
808,4872958,4860731,4858797,4860731,-1.00000000000000000000,0,4860731|4858797,4860731|0,2021-06-03,NA,4858797
809,4873764,4861535,4815069,4861535,-1.00000000000000000000,0,4861535|4815069,4861535|0,2021-06-03,NA,4815069
810,4873924,4861695,4861695,4861694,1.00000000000000000000,4826791,4861695|4861695,4861694|4826791,2021-06-03,4861694|4826791,-1
811,4874146,4861917,4861759,4861917,-1.00000000000000000000,0,4861917|4861759,4861917|0,2021-06-03,NA,4861759
812,4874561,4862332,4862332,4841273,1.00000000000000000000,0,4862332|4862332,4841273|0,2021-06-03,NA,4862332
813,4874562,4862333,4862333,4841274,1.00000000000000000000,0,4862333|4862333,4841274|0,2021-06-03,NA,4862333
814,4874866,4862637,4133551,4862637,-1.00000000000000000000,0,4862637|4133551,4862637|0,2021-06-03,NA,4133551
815,4875411,4863182,4673796,4863182,-1.00000000000000000000,0,4863182|4673796,4863182|0,2021-06-04,NA,4673796
816,4875548,4863319,4863319,4863318,1.00000000000000000000,4863305,4863319|4863319,4863318|4863305,2021-06-04,4863318|4863305,-1
817,4875798,4863569,4863542,4863569,-1.00000000000000000000,0,4863569|4863542,4863569|0,2021-06-04,NA,4863542
818,4876226,4863997,4863882,4863997,-1.00000000000000000000,0,4863997|4863882,4863997|0,2021-06-04,NA,4863882
819,4876484,4864255,4864174,4864255,-1.00000000000000000000,0,4864255|4864174,4864255|0,2021-06-04,NA,4864174
820,4876487,4864258,4864258,4864257,1.00000000000000000000,4864176,4864258|4864258,4864257|4864176,2021-06-04,4864257|4864176,-1
821,4876516,4864287,4859102,4864287,-1.00000000000000000000,0,4864287|4859102,4864287|0,2021-06-04,NA,4859102
822,4876653,4864424,4864424,4864423,1.00000000000000000000,4468299,4864424|4864424,4864423|4468299,2021-06-04,4864423|4468299,-1
823,4876832,4864603,4864603,4864602,1.00000000000000000000,4864601,4864603|4864603,4864602|4864601,2021-06-04,4864602|4864601,-1
824,4877202,4864971,4864969,4864971,-1.00000000000000000000,0,4864971|4864969,4864971|0,2021-06-04,NA,4864969
825,4877259,4865028,4865028,4865027,1.00000000000000000000,4666831,4865028|4865028,4865027|4666831,2021-06-04,4865027|4666831,-1
826,4872872,4860645,4860640,4860645,-1.00000000000000000000,0,4860645|4860640,4860645|0,2021-06-03,NA,4860640
827,4872878,4860651,4860651,4860650,1.00000000000000000000,4860567,4860651|4860651,4860650|4860567,2021-06-03,4860650|4860567,-1
828,4873591,4861364,4861053,4861364,-1.00000000000000000000,0,4861364|4861053,4861364|0,2021-06-03,NA,4861053
829,4873643,4861415,4861415,4861414,1.00000000000000000000,4861412,4861415|4861415,4861414|4861412,2021-06-03,4861414|4861412,-1
830,4874248,4862019,4861861,4862019,-1.00000000000000000000,0,4862019|4861861,4862019|0,2021-06-03,NA,4861861
831,4874270,4862041,4862041,4862040,1.00000000000000000000,4862037,4862041|4862041,4862040|4862037,2021-06-03,4862040|4862037,-1
832,4874545,4862316,4862316,4841257,1.00000000000000000000,0,4862316|4862316,4841257|0,2021-06-03,NA,4862316
833,4875345,4863116,4863116,4863115,1.00000000000000000000,4226041,4863116|4863116,4863115|4226041,2021-06-04,4863115|4226041,-1
834,4875504,4863275,4863275,4863274,1.00000000000000000000,4821269,4863275|4863275,4863274|4821269,2021-06-04,4863274|4821269,-1
835,4875521,4863292,4857560,4863292,-1.00000000000000000000,0,4863292|4857560,4863292|0,2021-06-04,NA,4857560
836,4876339,4864110,4864110,4846971,10.00000000000000000000,0,4864110|4864110,4846971|0,2021-06-04,NA,4864110
837,4877437,4865206,4861214,4865206,-1.00000000000000000000,0,4865206|4861214,4865206|0,2021-06-04,NA,4861214
838,4872453,4860227,4860227,4860226,1.00000000000000000000,4860224,4860227|4860227,4860226|4860224,2021-06-03,4860226|4860224,-1
839,4872595,4860369,4860369,4852052,1.00000000000000000000,0,4860369|4860369,4852052|0,2021-06-03,NA,4860369
840,4872691,4860465,4860355,4860465,-1.00000000000000000000,0,4860465|4860355,4860465|0,2021-06-03,NA,4860355
841,4873682,4861453,4861453,4861452,3.00000000000000000000,4861449,4861453|4861453,4861452|4861449,2021-06-03,4861452|4861449,-1
842,4873840,4861611,4861610,4861611,-1.00000000000000000000,0,4861611|4861610,4861611|0,2021-06-03,NA,4861610
843,4873853,4861624,4854469,4861624,-1.00000000000000000000,0,4861624|4854469,4861624|0,2021-06-03,NA,4854469
844,4873861,4861632,4859862,4861632,-1.00000000000000000000,0,4861632|4859862,4861632|0,2021-06-03,NA,4859862
845,4874214,4861985,4861827,4861985,-1.00000000000000000000,0,4861985|4861827,4861985|0,2021-06-03,NA,4861827
846,4874244,4862015,4861857,4862015,-1.00000000000000000000,0,4862015|4861857,4862015|0,2021-06-03,NA,4861857
847,4874651,4862422,4862421,4862422,-1.00000000000000000000,0,4862422|4862421,4862422|0,2021-06-03,NA,4862421
848,4875038,4862809,4862809,4862808,1.00000000000000000000,4862807,4862809|4862809,4862808|4862807,2021-06-04,4862808|4862807,-1
849,4875060,4862831,4862831,4862830,1.00000000000000000000,4862815,4862831|4862831,4862830|4862815,2021-06-04,4862830|4862815,-1
850,4875219,4862990,4862990,4862989,1.00000000000000000000,4861237,4862990|4862990,4862989|4861237,2021-06-04,4862989|4861237,-1
851,4875629,4863400,4863397,4863400,-1.00000000000000000000,0,4863400|4863397,4863400|0,2021-06-04,NA,4863397
852,4876571,4864342,4864106,4864342,-1.00000000000000000000,0,4864342|4864106,4864342|0,2021-06-04,NA,4864106
853,4876646,4864417,4312418,4864417,-1.00000000000000000000,0,4864417|4312418,4864417|0,2021-06-04,NA,4312418
854,4872527,4860301,4860301,4851984,1.00000000000000000000,0,4860301|4860301,4851984|0,2021-06-03,NA,4860301
855,4872902,4860675,4860649,4860675,-1.00000000000000000000,0,4860675|4860649,4860675|0,2021-06-03,NA,4860649
856,4873181,4860954,4860954,4860953,1.00000000000000000000,4815069,4860954|4860954,4860953|4815069,2021-06-03,4860953|4815069,-1
857,4873766,4861537,4829080,4861537,-1.00000000000000000000,0,4861537|4829080,4861537|0,2021-06-03,NA,4829080
858,4874140,4861911,4861753,4861911,-1.00000000000000000000,0,4861911|4861753,4861911|0,2021-06-03,NA,4861753
859,4874352,4862123,4862076,4862123,-1.00000000000000000000,0,4862123|4862076,4862123|0,2021-06-03,NA,4862076
860,4874660,4862431,4862431,4862430,1.00000000000000000000,4862429,4862431|4862431,4862430|4862429,2021-06-03,4862430|4862429,-1
861,4875249,4863020,4863020,4863019,1.00000000000000000000,4861260,4863020|4863020,4863019|4861260,2021-06-04,4863019|4861260,-1
862,4875651,4863422,4862316,4863422,-1.00000000000000000000,0,4863422|4862316,4863422|0,2021-06-04,NA,4862316
863,4875726,4863497,4617407,4863497,-1.00000000000000000000,0,4863497|4617407,4863497|0,2021-06-04,NA,4617407
864,4876150,4863921,4863806,4863921,-1.00000000000000000000,0,4863921|4863806,4863921|0,2021-06-04,NA,4863806
865,4876381,4864152,4864152,4864151,1.00000000000000000000,4821268,4864152|4864152,4864151|4821268,2021-06-04,4864151|4821268,-1
866,4876490,4864261,4864180,4864261,-1.00000000000000000000,0,4864261|4864180,4864261|0,2021-06-04,NA,4864180
867,4876657,4864428,4864428,4864427,1.00000000000000000000,4864410,4864428|4864428,4864427|4864410,2021-06-04,4864427|4864410,-1
868,4876807,4864578,4864519,4864578,-1.00000000000000000000,0,4864578|4864519,4864578|0,2021-06-04,NA,4864519
