,EntryNo_,ItemLedgerEntryNo_,Inbound,Outbound,Quantity,TrfFrom,ILEInbound,OutboundTrf,PostingDate,Link_In,Link_Out
0,4872648,4860422,4850519,4860422,-1.00000000000000000000,0,4860422|4850519,4860422|0,2021-06-03,NA,4850519
1,4873781,4861552,4861126,4861552,-1.00000000000000000000,0,4861552|4861126,4861552|0,2021-06-03,NA,4861126
2,4874216,4861987,4861829,4861987,-1.00000000000000000000,0,4861987|4861829,4861987|0,2021-06-03,NA,4861829
3,4874406,4862177,4708872,4862177,-1.00000000000000000000,0,4862177|4708872,4862177|0,2021-06-03,NA,4708872
4,4875063,4862834,4862831,4862834,-1.00000000000000000000,0,4862834|4862831,4862834|0,2021-06-04,NA,4862831
5,4875213,4862984,4862984,4862983,1.00000000000000000000,4861238,4862984|4862984,4862983|4861238,2021-06-04,4862983|4861238,-1
6,4875386,4863157,4733117,4863157,-1.00000000000000000000,0,4863157|4733117,4863157|0,2021-06-04,NA,4733117
7,4875618,4863389,4863389,4863388,2.00000000000000000000,4863387,4863389|4863389,4863388|4863387,2021-06-04,4863388|4863387,-1
8,4875623,4863394,4863394,4863393,1.00000000000000000000,4863392,4863394|4863394,4863393|4863392,2021-06-04,4863393|4863392,-1
9,4875782,4863553,4863532,4863553,-1.00000000000000000000,0,4863553|4863532,4863553|0,2021-06-04,NA,4863532
10,4876799,4864570,4864570,4864569,5.00000000000000000000,4774341,4864570|4864570,4864569|4774341,2021-06-04,4864569|4774341,-1
11,4876914,4864685,4864685,4864684,1.00000000000000000000,4063311,4864685|4864685,4864684|4063311,2021-06-04,4864684|4063311,-1
12,4877067,4864837,4841165,4864837,-1.00000000000000000000,0,4864837|4841165,4864837|0,2021-06-04,NA,4841165
13,4877106,4864875,4864669,4864875,-1.00000000000000000000,0,4864875|4864669,4864875|0,2021-06-04,NA,4864669
14,4877196,4864965,4674832,4864965,-1.00000000000000000000,0,4864965|4674832,4864965|0,2021-06-04,NA,4674832
15,4877197,4864966,4810088,4864966,-1.00000000000000000000,0,4864966|4810088,4864966|0,2021-06-04,NA,4810088
16,4877470,4865239,4862368,4865239,-1.00000000000000000000,0,4865239|4862368,4865239|0,2021-06-04,NA,4862368
17,4872775,4860548,4860548,4860547,1.00000000000000000000,4860544,4860548|4860548,4860547|4860544,2021-06-03,4860547|4860544,-1
18,4872962,4860735,4860735,4860734,1.00000000000000000000,4860733,4860735|4860735,4860734|4860733,2021-06-03,4860734|4860733,-1
19,4873653,4861424,4856526,4861424,-1.00000000000000000000,0,4861424|4856526,4861424|0,2021-06-03,NA,4856526
20,4873815,4861586,4861148,4861586,-1.00000000000000000000,0,4861586|4861148,4861586|0,2021-06-03,NA,4861148
21,4873889,4861660,4861660,4861659,1.00000000000000000000,4861658,4861660|4861660,4861659|4861658,2021-06-03,4861659|4861658,-1
22,4874185,4861956,4861798,4861956,-1.00000000000000000000,0,4861956|4861798,4861956|0,2021-06-03,NA,4861798
23,4874239,4862010,4861852,4862010,-1.00000000000000000000,0,4862010|4861852,4862010|0,2021-06-03,NA,4861852
24,4874252,4862023,4861865,4862023,-1.00000000000000000000,0,4862023|4861865,4862023|0,2021-06-03,NA,4861865
25,4874886,4862657,4802468,4862657,-1.00000000000000000000,0,4862657|4802468,4862657|0,2021-06-03,NA,4802468
26,4875170,4862941,4862940,4862941,-1.00000000000000000000,0,4862941|4862940,4862941|0,2021-06-04,NA,4862940
27,4875392,4863163,4733120,4863163,-1.00000000000000000000,0,4863163|4733120,4863163|0,2021-06-04,NA,4733120
28,4875460,4863231,4863201,4863231,-1.00000000000000000000,0,4863231|4863201,4863231|0,2021-06-04,NA,4863201
29,4875555,4863326,4863319,4863326,-1.00000000000000000000,0,4863326|4863319,4863326|0,2021-06-04,NA,4863319
30,4875652,4863423,4862317,4863423,-1.00000000000000000000,0,4863423|4862317,4863423|0,2021-06-04,NA,4862317
31,4876148,4863919,4863804,4863919,-1.00000000000000000000,0,4863919|4863804,4863919|0,2021-06-04,NA,4863804
32,4876327,4864098,4864098,4846959,1.00000000000000000000,0,4864098|4864098,4846959|0,2021-06-04,NA,4864098
33,4876769,4864540,4864538,4864540,-1.00000000000000000000,0,4864540|4864538,4864540|0,2021-06-04,NA,4864538
34,4876790,4864561,4864506,4864561,-1.00000000000000000000,0,4864561|4864506,4864561|0,2021-06-04,NA,4864506
35,4876982,4864753,4617385,4864753,-1.00000000000000000000,0,4864753|4617385,4864753|0,2021-06-04,NA,4617385
36,4876996,4864767,4864767,4864766,1.00000000000000000000,4864765,4864767|4864767,4864766|4864765,2021-06-04,4864766|4864765,-1
37,4877173,4864942,4864889,4864942,-1.00000000000000000000,0,4864942|4864889,4864942|0,2021-06-04,NA,4864889
38,4877303,4865072,4865069,4865072,-1.00000000000000000000,0,4865072|4865069,4865072|0,2021-06-04,NA,4865069
39,4877332,4865101,4865098,4865101,-1.00000000000000000000,0,4865101|4865098,4865101|0,2021-06-04,NA,4865098
40,4877434,4865203,4861210,4865203,-1.00000000000000000000,0,4865203|4861210,4865203|0,2021-06-04,NA,4861210
41,4872408,4860183,4860183,4860182,1.00000000000000000000,4860180,4860183|4860183,4860182|4860180,2021-06-03,4860182|4860180,-1
42,4872566,4860340,4860340,4852023,1.00000000000000000000,0,4860340|4860340,4852023|0,2021-06-03,NA,4860340
43,4873747,4861518,4861518,4861517,2.00000000000000000000,4826792,4861518|4861518,4861517|4826792,2021-06-03,4861517|4826792,-1
44,4874194,4861965,4861807,4861965,-1.00000000000000000000,0,4861965|4861807,4861965|0,2021-06-03,NA,4861807
45,4874197,4861968,4861810,4861968,-1.00000000000000000000,0,4861968|4861810,4861968|0,2021-06-03,NA,4861810
46,4874221,4861992,4861834,4861992,-1.00000000000000000000,0,4861992|4861834,4861992|0,2021-06-03,NA,4861834
47,4874264,4862035,4862035,4862034,1.00000000000000000000,4861643,4862035|4862035,4862034|4861643,2021-06-03,4862034|4861643,-1
48,4874338,4862109,4862042,4862109,-1.00000000000000000000,0,4862109|4862042,4862109|0,2021-06-03,NA,4862042
49,4874888,4862659,4862658,4862659,-1.00000000000000000000,0,4862659|4862658,4862659|0,2021-06-03,NA,4862658
50,4875023,4862794,4361999,4862794,-1.00000000000000000000,0,4862794|4361999,4862794|0,2021-06-04,NA,4361999
51,4875450,4863221,4863191,4863221,-1.00000000000000000000,0,4863221|4863191,4863221|0,2021-06-04,NA,4863191
52,4875522,4863293,4863293,4863292,1.00000000000000000000,4857560,4863293|4863293,4863292|4857560,2021-06-04,4863292|4857560,-1
53,4875823,4863594,4857108,4863594,-1.00000000000000000000,0,4863594|4857108,4863594|0,2021-06-04,NA,4857108
54,4876357,4864128,4864128,4864127,1.00000000000000000000,4666141,4864128|4864128,4864127|4666141,2021-06-04,4864127|4666141,-1
55,4876479,4864250,4864250,4864249,1.00000000000000000000,4864168,4864250|4864250,4864249|4864168,2021-06-04,4864249|4864168,-1
56,4876908,4864679,4864679,4864678,1.00000000000000000000,4864675,4864679|4864679,4864678|4864675,2021-06-04,4864678|4864675,-1
57,4877044,4864815,4841179,4864815,-5.00000000000000000000,0,4864815|4841179,4864815|0,2021-06-04,NA,4841179
58,4877365,4865134,4865093,4865134,-1.00000000000000000000,0,4865134|4865093,4865134|0,2021-06-04,NA,4865093
59,4872722,4860495,4860495,4860494,1.00000000000000000000,4501471,4860495|4860495,4860494|4501471,2021-06-03,4860494|4501471,-1
60,4873213,4860986,4815069,4860986,-1.00000000000000000000,0,4860986|4815069,4860986|0,2021-06-03,NA,4815069
61,4873926,4861697,4861695,4861697,-1.00000000000000000000,0,4861697|4861695,4861697|0,2021-06-03,NA,4861695
62,4874254,4862025,4861867,4862025,-1.00000000000000000000,0,4862025|4861867,4862025|0,2021-06-03,NA,4861867
63,4874343,4862114,4862044,4862114,-1.00000000000000000000,0,4862114|4862044,4862114|0,2021-06-03,NA,4862044
64,4874508,4862279,4842989,4862279,-1.00000000000000000000,0,4862279|4842989,4862279|0,2021-06-03,NA,4842989
65,4875220,4862991,4861233,4862991,-1.00000000000000000000,0,4862991|4861233,4862991|0,2021-06-04,NA,4861233
66,4875353,4863124,4862453,4863124,-1.00000000000000000000,0,4863124|4862453,4863124|0,2021-06-04,NA,4862453
67,4875718,4863489,4617403,4863489,-1.00000000000000000000,0,4863489|4617403,4863489|0,2021-06-04,NA,4617403
68,4875759,4863530,4863530,4844507,1.00000000000000000000,0,4863530|4863530,4844507|0,2021-06-04,NA,4863530
69,4876578,4864349,4864113,4864349,-1.00000000000000000000,0,4864349|4864113,4864349|0,2021-06-04,NA,4864113
70,4876602,4864373,4864366,4864373,-1.00000000000000000000,0,4864373|4864366,4864373|0,2021-06-04,NA,4864366
71,4876830,4864601,4864601,4864600,1.00000000000000000000,4654401,4864601|4864601,4864600|4654401,2021-06-04,4864600|4654401,-1
72,4876940,4864711,4864711,4864710,1.00000000000000000000,4858033,4864711|4864711,4864710|4858033,2021-06-04,4864710|4858033,-1
73,4877288,4865057,4819079,4865057,-1.00000000000000000000,0,4865057|4819079,4865057|0,2021-06-04,NA,4819079
74,4872517,4860291,4860291,4851974,1.00000000000000000000,0,4860291|4860291,4851974|0,2021-06-03,NA,4860291
75,4872590,4860364,4860364,4852047,1.00000000000000000000,0,4860364|4860364,4852047|0,2021-06-03,NA,4860364
76,4872634,4860408,4850507,4860408,-1.00000000000000000000,0,4860408|4850507,4860408|0,2021-06-03,NA,4850507
77,4874493,4862264,4857081,4862264,-1.00000000000000000000,0,4862264|4857081,4862264|0,2021-06-03,NA,4857081
78,4874627,4862398,4862398,4821091,1.00000000000000000000,0,4862398|4862398,4821091|0,2021-06-03,NA,4862398
79,4875160,4862931,4862910,4862931,-1.00000000000000000000,0,4862931|4862910,4862931|0,2021-06-04,NA,4862910
80,4875749,4863520,4863519,4863520,-1.00000000000000000000,0,4863520|4863519,4863520|0,2021-06-04,NA,4863519
81,4875750,4863521,4863521,4863520,1.00000000000000000000,4863519,4863521|4863521,4863520|4863519,2021-06-04,4863520|4863519,-1
82,4875803,4863574,4626135,4863574,-1.00000000000000000000,0,4863574|4626135,4863574|0,2021-06-04,NA,4626135
83,4876568,4864339,4864103,4864339,-1.00000000000000000000,0,4864339|4864103,4864339|0,2021-06-04,NA,4864103
84,4876690,4864461,4864452,4864461,-1.00000000000000000000,0,4864461|4864452,4864461|0,2021-06-04,NA,4864452
85,4876957,4864728,4858051,4864728,-1.00000000000000000000,0,4864728|4858051,4864728|0,2021-06-04,NA,4858051
86,4877285,4865054,4865054,4865053,1.00000000000000000000,4522848,4865054|4865054,4865053|4522848,2021-06-04,4865053|4522848,-1
87,4877464,4865233,4862362,4865233,-1.00000000000000000000,0,4865233|4862362,4865233|0,2021-06-04,NA,4862362
88,4872498,4860272,4860251,4860272,-1.00000000000000000000,0,4860272|4860251,4860272|0,2021-06-03,NA,4860251
89,4872601,4860375,4860375,4852058,1.00000000000000000000,0,4860375|4860375,4852058|0,2021-06-03,NA,4860375
90,4872743,4860516,4860516,4860515,1.00000000000000000000,4860500,4860516|4860516,4860515|4860500,2021-06-03,4860515|4860500,-1
91,4872959,4860732,4860700,4860732,-1.00000000000000000000,0,4860732|4860700,4860732|0,2021-06-03,NA,4860700
92,4872963,4860736,4829428,4860736,-1.00000000000000000000,0,4860736|4829428,4860736|0,2021-06-03,NA,4829428
93,4873681,4861452,4861449,4861452,-3.00000000000000000000,0,4861452|4861449,4861452|0,2021-06-03,NA,4861449
94,4874701,4862472,4862472,4862471,1.00000000000000000000,4856876,4862472|4862472,4862471|4856876,2021-06-03,4862471|4856876,-1
95,4874879,4862650,4862650,4862649,1.00000000000000000000,4856877,4862650|4862650,4862649|4856877,2021-06-03,4862649|4856877,-1
96,4874956,4862727,4862727,4862726,1.00000000000000000000,4677028,4862727|4862727,4862726|4677028,2021-06-04,4862726|4677028,-1
97,4875576,4863347,4863347,4863346,1.00000000000000000000,4863343,4863347|4863347,4863346|4863343,2021-06-04,4863346|4863343,-1
98,4875690,4863461,4626135,4863461,-1.00000000000000000000,0,4863461|4626135,4863461|0,2021-06-04,NA,4626135
99,4875751,4863522,4862342,4863522,-1.00000000000000000000,0,4863522|4862342,4863522|0,2021-06-04,NA,4862342
100,4875825,4863596,4857110,4863596,-1.00000000000000000000,0,4863596|4857110,4863596|0,2021-06-04,NA,4857110
101,4875837,4863608,4857122,4863608,-1.00000000000000000000,0,4863608|4857122,4863608|0,2021-06-04,NA,4857122
102,4875852,4863623,4863623,4863622,1.00000000000000000000,4863617,4863623|4863623,4863622|4863617,2021-06-04,4863622|4863617,-1
103,4875912,4863683,4863660,4863683,-1.00000000000000000000,0,4863683|4863660,4863683|0,2021-06-04,NA,4863660
104,4876102,4863873,4863873,4863872,1.00000000000000000000,4863871,4863873|4863873,4863872|4863871,2021-06-04,4863872|4863871,-1
105,4876255,4864026,4863911,4864026,-1.00000000000000000000,0,4864026|4863911,4864026|0,2021-06-04,NA,4863911
106,4876347,4864118,4864118,4846979,1.00000000000000000000,0,4864118|4864118,4846979|0,2021-06-04,NA,4864118
107,4876802,4864573,4864514,4864573,-1.00000000000000000000,0,4864573|4864514,4864573|0,2021-06-04,NA,4864514
108,4872545,4860319,4860319,4852002,1.00000000000000000000,0,4860319|4860319,4852002|0,2021-06-03,NA,4860319
109,4872550,4860324,4860324,4852007,1.00000000000000000000,0,4860324|4860324,4852007|0,2021-06-03,NA,4860324
110,4872609,4860383,4860383,4852066,1.00000000000000000000,0,4860383|4860383,4852066|0,2021-06-03,NA,4860383
111,4872752,4860525,4860510,4860525,-1.00000000000000000000,0,4860525|4860510,4860525|0,2021-06-03,NA,4860510
112,4873189,4860962,4860962,4860961,1.00000000000000000000,4860960,4860962|4860962,4860961|4860960,2021-06-03,4860961|4860960,-1
113,4873772,4861543,4511317,4861543,-1.00000000000000000000,0,4861543|4511317,4861543|0,2021-06-03,NA,4511317
114,4874240,4862011,4861853,4862011,-1.00000000000000000000,0,4862011|4861853,4862011|0,2021-06-03,NA,4861853
115,4874381,4862152,4862049,4862152,-1.00000000000000000000,0,4862152|4862049,4862152|0,2021-06-03,NA,4862049
116,4874579,4862350,4862350,4841291,1.00000000000000000000,0,4862350|4862350,4841291|0,2021-06-03,NA,4862350
117,4875068,4862839,4862839,4862838,1.00000000000000000000,4677028,4862839|4862839,4862838|4677028,2021-06-04,4862838|4677028,-1
118,4875070,4862841,4862841,4862840,1.00000000000000000000,4862839,4862841|4862841,4862840|4862839,2021-06-04,4862840|4862839,-1
119,4875247,4863018,4863018,4863017,1.00000000000000000000,4861253,4863018|4863018,4863017|4861253,2021-06-04,4863017|4861253,-1
120,4875275,4863046,4863046,4863045,1.00000000000000000000,4861248,4863046|4863046,4863045|4861248,2021-06-04,4863045|4861248,-1
121,4875669,4863440,4863412,4863440,-1.00000000000000000000,0,4863440|4863412,4863440|0,2021-06-04,NA,4863412
122,4876189,4863960,4863828,4863960,-1.00000000000000000000,0,4863960|4863828,4863960|0,2021-06-04,NA,4863828
123,4876356,4864127,4666141,4864127,-1.00000000000000000000,0,4864127|4666141,4864127|0,2021-06-04,NA,4666141
124,4876443,4864214,4864214,4864213,1.00000000000000000000,4864132,4864214|4864214,4864213|4864132,2021-06-04,4864213|4864132,-1
125,4876445,4864216,4864216,4864215,1.00000000000000000000,4864134,4864216|4864216,4864215|4864134,2021-06-04,4864215|4864134,-1
126,4876475,4864246,4864246,4864245,1.00000000000000000000,4864164,4864246|4864246,4864245|4864164,2021-06-04,4864245|4864164,-1
127,4876896,4864667,4864667,4864666,1.00000000000000000000,4864649,4864667|4864667,4864666|4864649,2021-06-04,4864666|4864649,-1
128,4877198,4864967,4840328,4864967,-1.00000000000000000000,0,4864967|4840328,4864967|0,2021-06-04,NA,4840328
129,4877436,4865205,4861213,4865205,-1.00000000000000000000,0,4865205|4861213,4865205|0,2021-06-04,NA,4861213
130,4872486,4860260,4860233,4860260,-1.00000000000000000000,0,4860260|4860233,4860260|0,2021-06-03,NA,4860233
131,4872548,4860322,4860322,4852005,1.00000000000000000000,0,4860322|4860322,4852005|0,2021-06-03,NA,4860322
132,4872620,4860394,4860393,4860394,-1.00000000000000000000,0,4860394|4860393,4860394|0,2021-06-03,NA,4860393
133,4873570,4861343,4861032,4861343,-1.00000000000000000000,0,4861343|4861032,4861343|0,2021-06-03,NA,4861032
134,4873876,4861647,4861647,4861646,1.00000000000000000000,4626136,4861647|4861647,4861646|4626136,2021-06-03,4861646|4626136,-1
135,4874179,4861950,4861792,4861950,-1.00000000000000000000,0,4861950|4861792,4861950|0,2021-06-03,NA,4861792
136,4874501,4862272,4851821,4862272,-1.00000000000000000000,0,4862272|4851821,4862272|0,2021-06-03,NA,4851821
137,4874714,4862485,4802528,4862485,-1.00000000000000000000,0,4862485|4802528,4862485|0,2021-06-03,NA,4802528
138,4875355,4863126,4862455,4863126,-1.00000000000000000000,0,4863126|4862455,4863126|0,2021-06-04,NA,4862455
139,4875463,4863234,4666839,4863234,-1.00000000000000000000,0,4863234|4666839,4863234|0,2021-06-04,NA,4666839
140,4875866,4863637,4863637,4863636,1.00000000000000000000,4863633,4863637|4863637,4863636|4863633,2021-06-04,4863636|4863633,-1
141,4876903,4864674,4858768,4864674,-1.00000000000000000000,0,4864674|4858768,4864674|0,2021-06-04,NA,4858768
142,4877444,4865213,4865136,4865213,-1.00000000000000000000,0,4865213|4865136,4865213|0,2021-06-04,NA,4865136
143,4877450,4865219,4461770,4865219,-1.00000000000000000000,0,4865219|4461770,4865219|0,2021-06-04,NA,4461770
144,4872543,4860317,4860317,4852000,1.00000000000000000000,0,4860317|4860317,4852000|0,2021-06-03,NA,4860317
145,4872546,4860320,4860320,4852003,1.00000000000000000000,0,4860320|4860320,4852003|0,2021-06-03,NA,4860320
146,4872599,4860373,4860373,4852056,1.00000000000000000000,0,4860373|4860373,4852056|0,2021-06-03,NA,4860373
147,4872848,4860621,4860586,4860621,-1.00000000000000000000,0,4860621|4860586,4860621|0,2021-06-03,NA,4860586
148,4873593,4861366,4861055,4861366,-1.00000000000000000000,0,4861366|4861055,4861366|0,2021-06-03,NA,4861055
149,4873938,4861709,4861702,4861709,-1.00000000000000000000,0,4861709|4861702,4861709|0,2021-06-03,NA,4861702
150,4874149,4861920,4861762,4861920,-1.00000000000000000000,0,4861920|4861762,4861920|0,2021-06-03,NA,4861762
151,4874153,4861924,4861766,4861924,-1.00000000000000000000,0,4861924|4861766,4861924|0,2021-06-03,NA,4861766
152,4874169,4861940,4861782,4861940,-1.00000000000000000000,0,4861940|4861782,4861940|0,2021-06-03,NA,4861782
153,4875255,4863026,4863026,4863025,1.00000000000000000000,4861259,4863026|4863026,4863025|4861259,2021-06-04,4863025|4861259,-1
154,4875435,4863206,4844296,4863206,-1.00000000000000000000,0,4863206|4844296,4863206|0,2021-06-04,NA,4844296
155,4875459,4863230,4863200,4863230,-1.00000000000000000000,0,4863230|4863200,4863230|0,2021-06-04,NA,4863200
156,4875785,4863556,4863536,4863556,-1.00000000000000000000,0,4863556|4863536,4863556|0,2021-06-04,NA,4863536
157,4876030,4863801,4863801,4863800,1.00000000000000000000,4863797,4863801|4863801,4863800|4863797,2021-06-04,4863800|4863797,-1
158,4876314,4864085,4864050,4864085,-1.00000000000000000000,0,4864085|4864050,4864085|0,2021-06-04,NA,4864050
159,4876687,4864458,4864458,4864457,1.00000000000000000000,4864448,4864458|4864458,4864457|4864448,2021-06-04,4864457|4864448,-1
160,4876787,4864558,4864503,4864558,-1.00000000000000000000,0,4864558|4864503,4864558|0,2021-06-04,NA,4864503
161,2596043,2588934,2588934,2525110,1.00000000000000000000,0,2588934|2588934,2525110|0,2019-09-27,NA,2588934
162,4872503,4860277,4860256,4860277,-1.00000000000000000000,0,4860277|4860256,4860277|0,2021-06-03,NA,4860256
163,4872551,4860325,4860325,4852008,1.00000000000000000000,0,4860325|4860325,4852008|0,2021-06-03,NA,4860325
164,4872604,4860378,4860378,4852061,1.00000000000000000000,0,4860378|4860378,4852061|0,2021-06-03,NA,4860378
165,4872897,4860670,4826792,4860670,-1.00000000000000000000,0,4860670|4826792,4860670|0,2021-06-03,NA,4826792
166,4873179,4860952,4860952,4860951,1.00000000000000000000,4860950,4860952|4860952,4860951|4860950,2021-06-03,4860951|4860950,-1
167,4873812,4861583,4861459,4861583,-14.00000000000000000000,0,4861583|4861459,4861583|0,2021-06-03,NA,4861459
168,4873838,4861609,4815064,4861609,-1.00000000000000000000,0,4861609|4815064,4861609|0,2021-06-03,NA,4815064
169,4873878,4861649,4861649,4861648,1.00000000000000000000,4861645,4861649|4861649,4861648|4861645,2021-06-03,4861648|4861645,-1
170,4874434,4862205,4834171,4862205,-1.00000000000000000000,0,4862205|4834171,4862205|0,2021-06-03,NA,4834171
171,4874559,4862330,4862330,4841271,1.00000000000000000000,0,4862330|4862330,4841271|0,2021-06-03,NA,4862330
172,4874596,4862367,4862367,4841308,1.00000000000000000000,0,4862367|4862367,4841308|0,2021-06-03,NA,4862367
173,4874958,4862729,4862729,4862728,1.00000000000000000000,4862727,4862729|4862729,4862728|4862727,2021-06-04,4862728|4862727,-1
174,4875078,4862849,4862849,4862848,1.00000000000000000000,4862847,4862849|4862849,4862848|4862847,2021-06-04,4862848|4862847,-1
175,4875174,4862945,4862944,4862945,-1.00000000000000000000,0,4862945|4862944,4862945|0,2021-06-04,NA,4862944
176,4875226,4862997,4861232,4862997,-1.00000000000000000000,0,4862997|4861232,4862997|0,2021-06-04,NA,4861232
177,4875324,4863095,4863094,4863095,-1.00000000000000000000,0,4863095|4863094,4863095|0,2021-06-04,NA,4863094
178,4875496,4863267,4863135,4863267,-1.00000000000000000000,0,4863267|4863135,4863267|0,2021-06-04,NA,4863135
179,4875554,4863325,4863317,4863325,-1.00000000000000000000,0,4863325|4863317,4863325|0,2021-06-04,NA,4863317
180,4876482,4864253,4864172,4864253,-1.00000000000000000000,0,4864253|4864172,4864253|0,2021-06-04,NA,4864172
181,4876509,4864280,4864280,4864279,1.00000000000000000000,4864198,4864280|4864280,4864279|4864198,2021-06-04,4864279|4864198,-1
182,4876682,4864453,4826792,4864453,-1.00000000000000000000,0,4864453|4826792,4864453|0,2021-06-04,NA,4826792
183,4877005,4864776,4864776,4864775,40.00000000000000000000,4675367,4864776|4864776,4864775|4675367,2021-06-04,4864775|4675367,-1
184,4877430,4865199,4861206,4865199,-1.00000000000000000000,0,4865199|4861206,4865199|0,2021-06-04,NA,4861206
185,4872518,4860292,4860292,4851975,1.00000000000000000000,0,4860292|4860292,4851975|0,2021-06-03,NA,4860292
186,4872786,4860559,4802473,4860559,-1.00000000000000000000,0,4860559|4802473,4860559|0,2021-06-03,NA,4802473
187,4873177,4860950,4860950,4860949,1.00000000000000000000,4643258,4860950|4860950,4860949|4643258,2021-06-03,4860949|4643258,-1
188,4873303,4861076,4802408,4861076,-1.00000000000000000000,0,4861076|4802408,4861076|0,2021-06-03,NA,4802408
189,4873778,4861549,4861121,4861549,-1.00000000000000000000,0,4861549|4861121,4861549|0,2021-06-03,NA,4861121
190,4874209,4861980,4861822,4861980,-1.00000000000000000000,0,4861980|4861822,4861980|0,2021-06-03,NA,4861822
191,4874629,4862400,4862400,4862399,1.00000000000000000000,3700244,4862400|4862400,4862399|3700244,2021-06-03,4862399|3700244,-1
192,4874669,4862440,4795562,4862440,-1.00000000000000000000,0,4862440|4795562,4862440|0,2021-06-03,NA,4795562
193,4875198,4862969,4861265,4862969,-1.00000000000000000000,0,4862969|4861265,4862969|0,2021-06-04,NA,4861265
194,4875285,4863056,4863056,4863055,1.00000000000000000000,4861225,4863056|4863056,4863055|4861225,2021-06-04,4863055|4861225,-1
195,4875297,4863068,4863059,4863068,-1.00000000000000000000,0,4863068|4863059,4863068|0,2021-06-04,NA,4863059
196,4875497,4863268,4863136,4863268,-1.00000000000000000000,0,4863268|4863136,4863268|0,2021-06-04,NA,4863136
197,4875630,4863401,4863401,4863400,1.00000000000000000000,4863397,4863401|4863401,4863400|4863397,2021-06-04,4863400|4863397,-1
198,4875754,4863525,4862345,4863525,-1.00000000000000000000,0,4863525|4862345,4863525|0,2021-06-04,NA,4862345
199,4875805,4863576,4626136,4863576,-1.00000000000000000000,0,4863576|4626136,4863576|0,2021-06-04,NA,4626136
200,4876022,4863793,4863746,4863793,-25.00000000000000000000,0,4863793|4863746,4863793|0,2021-06-04,NA,4863746
201,4876209,4863980,4863848,4863980,-1.00000000000000000000,0,4863980|4863848,4863980|0,2021-06-04,NA,4863848
202,4876402,4864173,4821268,4864173,-1.00000000000000000000,0,4864173|4821268,4864173|0,2021-06-04,NA,4821268
203,4876591,4864362,4864361,4864362,-1.00000000000000000000,0,4864362|4864361,4864362|0,2021-06-04,NA,4864361
204,4876680,4864451,4826792,4864451,-1.00000000000000000000,0,4864451|4826792,4864451|0,2021-06-04,NA,4826792
205,4876837,4864608,4864608,4864607,1.00000000000000000000,4864606,4864608|4864608,4864607|4864606,2021-06-04,4864607|4864606,-1
206,4877184,4864953,4799344,4864953,-1.00000000000000000000,0,4864953|4799344,4864953|0,2021-06-04,NA,4799344
207,4877443,4865212,4861220,4865212,-1.00000000000000000000,0,4865212|4861220,4865212|0,2021-06-04,NA,4861220
208,4872514,4860288,4860288,4851971,1.00000000000000000000,0,4860288|4860288,4851971|0,2021-06-03,NA,4860288
209,4872714,4860488,4860476,4860488,-1.00000000000000000000,0,4860488|4860476,4860488|0,2021-06-03,NA,4860476
210,4872778,4860551,4815069,4860551,-1.00000000000000000000,0,4860551|4815069,4860551|0,2021-06-03,NA,4815069
211,4873758,4861529,4861522,4861529,-3.00000000000000000000,0,4861529|4861522,4861529|0,2021-06-03,NA,4861522
212,4874177,4861948,4861790,4861948,-1.00000000000000000000,0,4861948|4861790,4861948|0,2021-06-03,NA,4861790
213,4874189,4861960,4861802,4861960,-1.00000000000000000000,0,4861960|4861802,4861960|0,2021-06-03,NA,4861802
214,4874415,4862186,4862185,4862186,-1.00000000000000000000,0,4862186|4862185,4862186|0,2021-06-03,NA,4862185
215,4875218,4862989,4861237,4862989,-1.00000000000000000000,0,4862989|4861237,4862989|0,2021-06-04,NA,4861237
216,4875270,4863041,4861245,4863041,-1.00000000000000000000,0,4863041|4861245,4863041|0,2021-06-04,NA,4861245
217,4875347,4863118,4863118,4863117,1.00000000000000000000,4226043,4863118|4863118,4863117|4226043,2021-06-04,4863117|4226043,-1
218,4875383,4863154,4863154,4863153,1.00000000000000000000,4862190,4863154|4863154,4863153|4862190,2021-06-04,4863153|4862190,-1
219,4876171,4863942,4863942,4863941,1.00000000000000000000,4863875,4863942|4863942,4863941|4863875,2021-06-04,4863941|4863875,-1
220,4876212,4863983,4863851,4863983,-1.00000000000000000000,0,4863983|4863851,4863983|0,2021-06-04,NA,4863851
221,4876331,4864102,4864102,4846963,1.00000000000000000000,0,4864102|4864102,4846963|0,2021-06-04,NA,4864102
222,4876879,4864650,4864477,4864650,-1.00000000000000000000,0,4864650|4864477,4864650|0,2021-06-04,NA,4864477
223,4876999,4864770,4864769,4864770,-75.00000000000000000000,0,4864770|4864769,4864770|0,2021-06-04,NA,4864769
224,4877100,4864869,4864657,4864869,-1.00000000000000000000,0,4864869|4864657,4864869|0,2021-06-04,NA,4864657
225,4877311,4865080,4865080,4865079,1.00000000000000000000,4865077,4865080|4865080,4865079|4865077,2021-06-04,4865079|4865077,-1
226,4872525,4860299,4860299,4851982,1.00000000000000000000,0,4860299|4860299,4851982|0,2021-06-03,NA,4860299
227,4873191,4860964,4802506,4860964,-1.00000000000000000000,0,4860964|4802506,4860964|0,2021-06-03,NA,4802506
228,4873546,4861319,4827793,4861319,-1.00000000000000000000,0,4861319|4827793,4861319|0,2021-06-03,NA,4827793
